authoritativeMN,dateUploaded,identifier
urn:node:LTER,2011-12-03T00:00:00Z,knb-lter-jrn.20020320.9791
urn:node:LTER,2011-09-08T23:00:00Z,knb-lter-sev.31993.37651
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.359.5
urn:node:LTER,2011-02-05T00:00:00Z,doi:10.6073/AA/knb-lter-fce.449.5
urn:node:LTER,2011-09-01T23:00:00Z,doi:10.6073/AA/knb-lter-fce.462.5
urn:node:LTER,2011-12-23T00:00:00Z,doi:10.6073/AA/knb-lter-fce.485.6
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.389.7
urn:node:LTER,2011-12-03T00:00:00Z,knb-lter-jrn.20020330.9792
urn:node:LTER,2011-12-03T00:00:00Z,doi:10.6073/AA/knb-lter-jrn.20050080.8243
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.162.5
urn:node:LTER,2011-09-30T23:00:00Z,knb-lter-sgs.121.12
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.56.9
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.314.5
urn:node:LTER,2011-09-30T23:00:00Z,knb-lter-sgs.134.12
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.127.5
urn:node:LTER,2011-12-03T00:00:00Z,knb-lter-jrn.20050700.9876
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.518.5
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.150.4
urn:node:LTER,2011-12-03T00:00:00Z,knb-lter-jrn.20060140.9847
urn:node:LTER,2011-09-08T23:00:00Z,knb-lter-sev.113.28109
urn:node:LTER,2011-06-09T23:00:00Z,doi:10.6073/AA/knb-lter-fce.458.5
urn:node:LTER,2011-06-09T23:00:00Z,doi:10.6073/AA/knb-lter-fce.458.5
urn:node:LTER,2011-09-08T23:00:00Z,knb-lter-sev.147.40170
urn:node:LTER,2011-12-13T00:00:00Z,doi:10.6073/AA/knb-lter-fce.474.5
urn:node:LTER,2011-11-17T00:00:00Z,knb-lter-sgs.163.12
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.242.8
urn:node:LTER,2011-10-19T23:00:00Z,doi:10.6073/AA/knb-lter-pal.48.1
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.138.5
urn:node:LTER,2011-12-14T00:00:00Z,doi:10.6073/AA/knb-lter-cdr.23141.123
urn:node:LTER,2011-09-08T23:00:00Z,knb-lter-sev.12007.110735
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.357.5
urn:node:LTER,2011-10-18T23:00:00Z,doi:10.6073/AA/knb-lter-pal.91.1
urn:node:LTER,2011-09-23T23:00:00Z,knb-lter-cap.550.6
urn:node:LTER,2011-09-30T23:00:00Z,knb-lter-sgs.144.14
urn:node:LTER,2011-12-03T00:00:00Z,knb-lter-jrn.20060190.9852
