authoritativeMN,dateUploaded,identifier
urn:node:LTER,2008-04-21T23:00:00Z,doi:10.6073/AA/knb-lter-fce.323.5
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.200.570
urn:node:LTER,2008-06-16T23:00:00Z,knb-lter-gce.305.19
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.175.570
urn:node:LTER,2008-03-01T00:00:00Z,knb-lter-bnz.304.18
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.191.570
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.217.570
urn:node:LTER,2008-01-14T00:00:00Z,knb-lter-gce.302.22
urn:node:LTER,2008-04-21T23:00:00Z,doi:10.6073/AA/knb-lter-fce.312.5
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.191.570
urn:node:LTER,2008-04-05T23:00:00Z,doi:10.6073/AA/knb-lter-knz.73.3
urn:node:LTER,2008-11-09T00:00:00Z,knb-lter-bnz.336.19
urn:node:LTER,2008-03-15T23:00:00Z,knb-lter-mcm.3003.8
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.224.570
urn:node:LTER,2008-04-21T23:00:00Z,doi:10.6073/AA/knb-lter-fce.324.5
urn:node:LTER,2008-08-01T23:00:00Z,knb-lter-ntl.46.3
urn:node:LTER,2008-03-22T23:00:00Z,knb-lter-and.4528.9
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.214.570
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.164.570
urn:node:LTER,2008-04-05T23:00:00Z,doi:10.6073/AA/knb-lter-knz.74.3
urn:node:LTER,2008-04-21T23:00:00Z,doi:10.6073/AA/knb-lter-fce.327.5
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.156.570
urn:node:LTER,2008-08-01T23:00:00Z,knb-lter-ntl.74.3
urn:node:LTER,2008-03-15T23:00:00Z,knb-lter-mcm.3003.8
urn:node:LTER,2008-08-01T23:00:00Z,knb-lter-ntl.50.3
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.184.570
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.166.570
urn:node:LTER,2008-10-24T23:00:00Z,doi:10.6073/AA/knb-lter-fce.348.5
urn:node:LTER,2008-10-01T23:00:00Z,knb-lter-mcm.6002.4
urn:node:LTER,2008-04-05T23:00:00Z,doi:10.6073/AA/knb-lter-knz.85.3
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.229.570
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.186.570
urn:node:LTER,2008-06-16T23:00:00Z,knb-lter-gce.305.19
urn:node:LTER,2008-03-13T23:00:00Z,doi:10.6073/AA/knb-lter-fce.298.6
urn:node:LTER,2008-08-01T23:00:00Z,knb-lter-ntl.101.5
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.223.570
urn:node:LTER,2008-04-21T23:00:00Z,doi:10.6073/AA/knb-lter-fce.313.5
urn:node:LTER,2008-04-05T23:00:00Z,doi:10.6073/AA/knb-lter-knz.83.3
urn:node:LTER,2008-03-01T00:00:00Z,knb-lter-bnz.321.18
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.204.570
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.161.570
urn:node:LTER,2008-05-13T23:00:00Z,knb-lter-bes.207.570
urn:node:LTER,2008-08-01T23:00:00Z,knb-lter-ntl.51.3
urn:node:LTER,2008-11-27T00:00:00Z,doi:10.6073/AA/knb-lter-fce.354.5
urn:node:LTER,2008-06-16T23:00:00Z,knb-lter-gce.307.21
